IP,connection,Status,AS_num,AS_name,host
62.40.98.105,1,Intermediate,20965.0,"GEANT The GEANT IP Service, GB",ae1.mx2.lis.pt.geant.net
83.97.88.210,1,Intermediate,21320.0,"GEANT_IAS_VRF, GB",fccn-ias-fccn-gw.mx2.lis.pt.geant.net
193.137.0.8,1,Intermediate,1930.0,"RCCN Fundacao para a Ciencia e a Tecnologia, I.P., PT",ROUTER10.10GE.CR1.Lisboa.fccn.pt
193.137.2.26,1,Intermediate,1930.0,"RCCN Fundacao para a Ciencia e a Tecnologia, I.P., PT",gtadns.fccn.pt
185.39.208.250,0,dest,199993.0,"DNS, PT",ppdac-s1.wan.dns.pt
2001:4cd0:31:e407::1,1,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2001:4cd0:11:210::1,2,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2001:610:e00:2::2f,1,Intermediate,1103.0,"SURFNET-NL SURFnet, The Netherlands, NL",ae23.zl001a-jnx-01.surf.net
2001:610:e00:2::39,1,Intermediate,1103.0,"SURFNET-NL SURFnet, The Netherlands, NL",ae24.nm001a-jnx-01.surf.net
2001:610:f00:4040::41,1,Intermediate,1103.0,"SURFNET-NL SURFnet, The Netherlands, NL",e0-0-3-0.es001a-jnx-01.surf.net
2001:610:f00:4040::42,1,Intermediate,1103.0,"SURFNET-NL SURFnet, The Netherlands, NL",utwente-router.customer.surf.net
2001:67c:2564:aa07::233,1,Intermediate,1133.0,"UTWENTE-AS University Twente, NL",NA
2001:67c:2564:a170:0:24ff:fed1:5dc4,1,Intermediate,1133.0,"UTWENTE-AS University Twente, NL",NA
2001:4cd0:31:e410::1,1,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2001:2000:3080:14dd::2,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",versatel-ic-326759-ffm-b1.c.telia.net
2001:1438:0:1::7:2c2,1,Intermediate,8881.0,"VERSATEL, DE",NA
2001:1438:500:6::2,1,Intermediate,8881.0,"VERSATEL, DE",NA
2a01:55e4:10:4::a,1,Intermediate,201709.0,"HANDS, DE",NA
212.179.124.190,1,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-179-124-190.cust.bezeqint.net
46.33.89.237,1,Intermediate,3257.0,"GTT-BACKBONE GTT, DE",ae8.cr1-fra2.ip4.gtt.net
89.149.136.121,1,Intermediate,3257.0,"GTT-BACKBONE GTT, DE",et-0-0-19.cr10-fra2.ip4.gtt.net
46.33.83.254,1,Intermediate,3257.0,"GTT-BACKBONE GTT, DE",ip4.gtt.net
129.250.6.41,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-2.r21.frnkge13.de.bb.gin.ntt.net
129.250.3.18,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-5.r00.frnkge06.de.bb.gin.ntt.net
213.198.72.202,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",xe-0-2-0-2-6.r00.frnkge06.de.ce.gin.ntt.net
185.138.141.130,1,Intermediate,203329.0,"ESHELTER, DE",NA
185.138.143.34,1,Intermediate,203329.0,"ESHELTER, DE",NA
4.69.148.218,1,Intermediate,3356.0,"LEVEL3, US",ae-1-3114.edge5.London1.Level3.net
129.250.2.147,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-17.r05.londen12.uk.bb.gin.ntt.net
129.250.4.244,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-2.r24.londen12.uk.bb.gin.ntt.net
129.250.6.116,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-3.r22.asbnva02.us.bb.gin.ntt.net
129.250.4.166,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-1.r23.atlnga05.us.bb.gin.ntt.net
129.250.5.208,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-5.r03.atlnga05.us.bb.gin.ntt.net
129.250.50.42,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",us-atl-as2914.anchors.atlas.ripe.net
2001:2000:3018:118::1,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",win-b2-v6.telia.net
2001:2000:3080:1ea8::2,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",a1telekom-svc067740-lag003017.c.telia.net
2001:850:1:2e::1,1,Intermediate,8447.0,"TELEKOM-AT A1 Telekom Austria AG, AT",NA
2001:850:1:10c::2,1,Intermediate,8447.0,"TELEKOM-AT A1 Telekom Austria AG, AT",NA
2001:850:501:bc::2,1,Intermediate,8447.0,"TELEKOM-AT A1 Telekom Austria AG, AT",NA
2001:15c2:4:42::1,1,Intermediate,8591.0,"A1SLOVENIJA http://www.A1.si/, SI",NA
2a01:260:1014::2,1,Intermediate,34779.0,"T-2-AS AS set propagated by T-2, d.o.o., SI",2a01-260-1014--2.link6.t-2.net
2001:67c:27e4:7::42,1,Intermediate,198644.0,"GO6, SI",NA
84.116.132.178,2,Intermediate,6830.0,"LGI-UPC formerly known as UPC Broadband Holding B.V., AT",de-fra03b-ri1-ae-10-0.aorta.net
103.4.96.182,1,Intermediate,32934.0,"FACEBOOK, US",ae71.pr06.fra2.tfbnw.net
204.15.21.28,1,Intermediate,32934.0,"FACEBOOK, US",po161.asw02.fra5.tfbnw.net
129.134.39.101,1,Intermediate,32934.0,"FACEBOOK, US",po745.psw04.fra3.tfbnw.net
157.240.38.233,1,Intermediate,32934.0,"FACEBOOK, US",NA
69.171.255.11,1,Intermediate,32934.0,"FACEBOOK, US",NA
160.36.56.2,1,Intermediate,3450.0,"UTK, US",NA
10.8.2.225,1,Intermediate,,,NA
160.36.2.21,1,Intermediate,3450.0,"UTK, US",brxs01-xe-1-1-6-21.ns.utk.edu
76.73.153.117,1,Intermediate,12083.0,"WOW-INTERNET, US",dynamic-76-73-153-117.knology.net
2a03:a240:1::5,1,sender,199441.0,"AS1-COSIUM, FR",atlas-eqx2.cosium.org
2a03:a240:1::1,1,Intermediate,199441.0,"AS1-COSIUM, FR",net-eqx2-12.cosium.org
2001:978:2:3d::9:1,1,Intermediate,174.0,"COGENT-174, US",NA
2001:550:0:1000::9a19:bb5,1,Intermediate,174.0,"COGENT-174, US",te0-0-0-1.rcr21.b019498-0.par01.atlas.cogentco.com
2a0d:d741:4::,0,dest,,,NA
2001:728:0:5000::69d,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",xe-0-7-0-2-0.r02.mlanit01.it.bb.gin.ntt.net
2001:2000:3080:12c2::1,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",mno-b2-link.telia.net
2001:2000:3018:a4::1,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",san-b1-v6.telia.net
2001:2000:3080:1705::2,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",axtel-ic-335832-mdc-b1.c.telia.net
2806:0:0:100::1,1,Intermediate,6503.0,"Axtel, S.A.B. de C.V., MX",NA
2806:0:0:100::2,1,Intermediate,6503.0,"Axtel, S.A.B. de C.V., MX",NA
2001:1250:ffe0:2::170,1,Intermediate,22894.0,"Network Information Center M̩xico S.C., MX",NA
213.254.31.238,1,Intermediate,12779.0,"ITGATE, IT",be3.boogie-monster.core.MIL.itgate.net
81.25.202.225,2,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",NA
129.250.9.234,2,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-0.level3.mlanit01.it.bb.gin.ntt.net
213.19.197.50,1,Intermediate,3356.0,"LEVEL3, US",KAUST-US-LI.ear3.Amsterdam1.Level3.net
109.171.136.4,1,Intermediate,50999.0,"KAUST-AS1, SA",NA
2001:470:0:3aa::2,2,Intermediate,6939.0,"HURRICANE, US",100ge12-1.core1.sto1.he.net
2a01:3f0:0:101::64,2,Intermediate,8674.0,"NETNOD-IX Netnod Internet Exchange Sverige AB, SE",et50-1.ro1-stc.sth.netnod.se
2a01:3f0:0:72::235,2,Intermediate,8674.0,"NETNOD-IX Netnod Internet Exchange Sverige AB, SE",peering.r1.stu.dnsnode.net
2a01:3f0:0:301::53,1,Intermediate,8674.0,"NETNOD-IX Netnod Internet Exchange Sverige AB, SE",a.ns.se
72.52.92.13,1,Intermediate,6939.0,"HURRICANE, US",100ge1-1.core1.par2.he.net
216.66.89.214,1,Intermediate,6939.0,"HURRICANE, US",flag-as-as15412.10gigabitethernet7-13.core1.par2.he.net
62.216.128.197,1,Intermediate,15412.0,"FLAG-AS Flag Telecom Global Internet AS, GB",xe-8-0-0.0.cjr03.prs001.flagtel.com
80.77.2.154,1,Intermediate,15412.0,"FLAG-AS Flag Telecom Global Internet AS, GB",NA
37.76.254.38,1,Intermediate,35753.0,"ITC ITC AS number, SA",NA
86.111.192.9,0,dest,30857.0,"CITC-AS, SA",c1.dns.sa
213.254.31.229,1,Intermediate,12779.0,"ITGATE, IT",be2.boogie.core.MIL.itgate.net
4.69.159.142,1,Intermediate,3356.0,"LEVEL3, US",ae-38-3604.ear1.Marseille1.Level3.net
213.242.116.222,1,Intermediate,3356.0,"LEVEL3, US",NA
212.36.211.202,1,Intermediate,9051.0,"Beirut-Lebanon, LB",NA
193.227.162.235,1,Intermediate,9051.0,"Beirut-Lebanon, LB",popbg3.idm.net.lb
194.126.24.26,1,Intermediate,9051.0,"Beirut-Lebanon, LB",NA
193.188.128.129,1,Intermediate,12812.0,ASN-AUBNET,vpn.aub.edu.lb
193.188.128.54,1,Intermediate,12812.0,ASN-AUBNET,NA
2001:7f8:1::a500:8529:1,1,Intermediate,,,NA
2001:1670:9::2a,1,Intermediate,28885.0,"OMANTEL-NAP-AS OmanTel NAP, OM",NA
2001:1670:0:100:82:178:32:9,1,Intermediate,28885.0,"OMANTEL-NAP-AS OmanTel NAP, OM",NA
2001:1670:0:400::1a,1,Intermediate,28885.0,"OMANTEL-NAP-AS OmanTel NAP, OM",NA
2a00:9120:1::136,1,Intermediate,60680.0,"OMANTRA-AS, OM",NA
2a00:9120:1::50,1,Intermediate,60680.0,"OMANTRA-AS, OM",NA
80.239.128.149,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ffm-b2-link.telia.net
62.115.142.194,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ffm-bb2-link.telia.net
62.115.118.149,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",chi-b22-link.telia.net
62.115.121.230,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",kanc-b1-link.telia.net
216.66.78.90,1,Intermediate,6939.0,"HURRICANE, US",wholesale-internet-inc.100gigabitethernet2-1.core1.mci3.he.net
69.30.209.186,1,Intermediate,32097.0,"WII, US",100ge1-2.edge-1.grand.mci.us.as32097.net
69.30.249.206,1,Intermediate,32097.0,"WII, US",NA
62.219.189.30,1,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-219-189-30.cablep.bezeqint.net
195.66.224.193,1,Intermediate,,,linx-224.retn.net
87.245.242.142,1,Intermediate,9002.0,"RETN-AS, EU",GW-Cgates.retn.net
5.20.2.250,1,Intermediate,21412.0,"CGATES-AS, LT",dmz-2-250.cgates.lt
2001:4cd0:11:802::1,2,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2a06:8187:fe01:18::1,0,dest,,,NA
212.179.124.85,1,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-179-124-85.cust.bezeqint.net
212.179.124.74,1,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-179-124-74.cust.bezeqint.net
80.81.192.217,1,Intermediate,,,decix.dialtelecom.cz
82.119.246.102,1,Intermediate,29208.0,"DIALTELECOM-AS Dial Telecom a.s., SK",cz-prg-p1sit-hunge0-2-0-1.dialtelecom.cz
82.119.246.14,1,Intermediate,29208.0,"DIALTELECOM-AS Dial Telecom a.s., SK",NA
82.119.246.238,1,Intermediate,29208.0,"DIALTELECOM-AS Dial Telecom a.s., SK",cz-prg-asbr2-et-0-0-0.dialtelecom.cz
82.113.33.102,1,Intermediate,29208.0,"DIALTELECOM-AS Dial Telecom a.s., SK",gw-cra.dialtelecom.cz
84.244.124.39,1,Intermediate,25248.0,"BLUETONE-AS The Czech Republic, CZ",et-12-2-0-100-mx-phdc3.bluetone.cz
82.99.180.41,1,Intermediate,25248.0,"BLUETONE-AS The Czech Republic, CZ",82-99-180-41.static.bluetone.cz
217.31.202.20,1,Intermediate,25192.0,"CZNIC-AS, CZ",atlas-anchors.nic.cz
2a01:5042:100::1:1,0,dest,,,NA
2001:1418:1:101::3,2,Intermediate,12779.0,"ITGATE, IT",be1.scooby-monster.core.TRN.ipv6.ITgate.net
2001:668:0:3:ffff:0:2e21:5641,1,Intermediate,3257.0,"GTT-BACKBONE GTT, DE",xe-5-2-2.cr0-trn3.ip6.gtt.net
2001:668:0:2:ffff:0:d5c8:7616,2,Intermediate,3257.0,"GTT-BACKBONE GTT, DE",NA
2001:668:0:3:ffff:0:2e21:4e6a,2,Intermediate,3257.0,"GTT-BACKBONE GTT, DE",NA
2620:10a:80ab::45,1,Intermediate,394354.0,"CIRA-REGISTRY, CA",d.nic.dk
80.249.209.203,1,Intermediate,,,nl-sar.nordu.net
109.105.102.97,1,Intermediate,2603.0,"NORDUNET, NO",uk-hex.nordu.net
109.105.102.98,1,Intermediate,2603.0,"NORDUNET, NO",ndn-gw.mx1.lon.uk.geant.net
62.40.98.91,1,Intermediate,20965.0,"GEANT The GEANT IP Service, GB",ae2.mx1.dub.ie.geant.net
83.97.88.74,1,Intermediate,21320.0,"GEANT_IAS_VRF, GB",heanet-ias-heanet-gw.dub.ie.geant.net
87.44.50.5,1,Intermediate,1213.0,"HEANET, IE",et8-0-0-0.core1-pw.nn.hea.net
185.6.36.2,1,Intermediate,2128.0,"INEX Internet Neutral Exchange Association Company Limited By Guarantee, IE",f0-0.gw1.inex.ie
193.242.111.196,1,Intermediate,2128.0,"INEX Internet Neutral Exchange Association Company Limited By Guarantee, IE",NA
2001:948:3:9::2,1,Intermediate,2603.0,"NORDUNET, NO",uk-hex.nordu.net
2001:948:3:9::3,1,Intermediate,2603.0,"NORDUNET, NO",ndn-gw.mx1.lon.uk.geant.net
2001:798:cc:3401:3401::2,1,Intermediate,20965.0,"GEANT The GEANT IP Service, GB",NA
2001:798:1::5e,1,Intermediate,21320.0,"GEANT_IAS_VRF, GB",heanet-ias-heanet-gw.dub.ie.geant.net
2001:770:200:1002::2,1,Intermediate,1213.0,"HEANET, IE",et8-0-0-0.core1-pw.nn.hea.net
2001:7f8:18::2,1,Intermediate,2128.0,"INEX Internet Neutral Exchange Association Company Limited By Guarantee, IE",f0-0.gw1.inex.ie
2a03:ac0:1:141::4,1,Intermediate,2128.0,"INEX Internet Neutral Exchange Association Company Limited By Guarantee, IE",NA
194.116.96.66,2,Intermediate,,,limelight.topix.it
68.142.88.116,1,Intermediate,22822.0,"LLNW, US",lag36.fr4.fra1.llnw.net
178.79.240.9,1,Intermediate,22822.0,"LLNW, US",p1-1.fr3.fra1.llnw.net
178.79.240.147,1,Intermediate,22822.0,"LLNW, US",ultradns.p3-5-10g.fra1.llnw.net
156.154.101.24,1,Intermediate,397213.0,"ULTRADNS, US",NA
69.28.172.209,1,Intermediate,22822.0,"LLNW, US",ve5.fr3.lin1.llnw.net
87.248.194.221,1,Intermediate,22822.0,"LLNW, US",tge1-1.fr3.mrs1.llnw.net
68.142.88.62,1,Intermediate,22822.0,"LLNW, US",lag34.fr3.cdg1.llnw.net
185.178.52.39,1,Intermediate,22822.0,"LLNW, US",uldns.p1-9-10g.fr3.cdg1.llnw.net
156.154.100.12,1,Intermediate,397215.0,"ULTRADNS, US",not.norid.no
184.105.65.57,1,Intermediate,6939.0,"HURRICANE, US",100ge10-2.core1.vie1.he.net
193.171.255.2,1,Intermediate,1120.0,"ACONET_SERVICES ACOnet Services @ Vienna Internet eXchange, AT",NA
80.81.193.65,1,Intermediate,,,edge.de-cix.as51184.net
91.206.9.146,1,Intermediate,51184.0,"FONIRA-, AT",edge-v2659.oe3.as51184.net
91.206.9.122,1,Intermediate,51184.0,"FONIRA-, AT",connex-v2641.oe3.as51184.net
178.251.64.18,1,Intermediate,51184.0,"FONIRA-, AT",a.kernnetz.at
217.29.66.57,1,Intermediate,,,irootserver.mix-it.net
194.146.106.6,1,Intermediate,8674.0,"NETNOD-IX Netnod Internet Exchange Sverige AB, SE",i.nic.no
134.222.48.110,1,Intermediate,286.0,"KPN, NL",ldn-s1-rou-1101.UK.eurorings.net
134.222.48.199,1,Intermediate,286.0,"KPN, NL",asd2-rou-1022.NL.eurorings.net
134.222.48.223,1,Intermediate,286.0,"KPN, NL",asd2-rou-1043.NL.eurorings.net
194.122.76.250,1,Intermediate,286.0,"KPN, NL",nl-ams-as286.anchors.atlas.ripe.net
192.114.65.1,2,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-114-65-1.cust.bezeqint.net
195.66.225.238,1,Intermediate,,,NA
91.35.187.187,1,sender,3320.0,"DTAG Internet service provider operations, DE",p5B23BBBB.dip0.t-ipconnect.de
62.155.244.151,1,Intermediate,3320.0,"DTAG Internet service provider operations, DE",NA
217.5.104.210,1,Intermediate,3320.0,"DTAG Internet service provider operations, DE",NA
62.159.61.230,1,Intermediate,3320.0,"DTAG Internet service provider operations, DE",NA
213.155.135.80,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",hbg-bb3-link.telia.net
62.115.123.76,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ffm-bb1-link.telia.net
62.115.114.89,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ffm-b5-link.telia.net
62.115.183.41,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",netnod11254-svc067337-ic350953.c.telia.net
2001:470:0:4b7::2,1,Intermediate,6939.0,"HURRICANE, US",e0-53.core1.ams2.he.net
2001:470:0:3c1::2,1,Intermediate,6939.0,"HURRICANE, US",charter-net-hky-nc-as20115.100gigabitethernet6-1.core1.ash1.he.net
2001:506:100:32c::1,1,Intermediate,,,prr01lsanca-tge2-3.lsan.ca.charter.com
2001:506:100:b::5,1,Intermediate,,,NA
2001:506:100:1012::9,1,Intermediate,,,NA
2001:506:100:1047::9,1,Intermediate,,,NA
2001:506:100:105a::2,1,Intermediate,,,NA
2600:6c7f:90e2::1,1,Intermediate,20115.0,"CHARTER-20115, US",gwy10nwtwct.nwtw.ct.charter.com
80.249.208.34,1,Intermediate,,,ae2.jnr02.Asd002A.surf.net
145.145.176.51,1,Intermediate,1103.0,"SURFNET-NL SURFnet, The Netherlands, NL",ae23.zl001a-jnx-01.surf.net
145.145.4.45,1,Intermediate,1103.0,"SURFNET-NL SURFnet, The Netherlands, NL",e0-0-3-0.es001b-jnx-01.surf.net
145.145.4.46,1,Intermediate,1103.0,"SURFNET-NL SURFnet, The Netherlands, NL",utwente-router.customer.surf.net
130.89.254.33,1,Intermediate,1133.0,"UTWENTE-AS University Twente, NL",snowy-sylvester.routing.utwente.nl
130.89.144.98,1,Intermediate,1133.0,"UTWENTE-AS University Twente, NL",dacs-ripe-anchor.ewi.utwente.nl
2a01:3f0:0:302::53,1,Intermediate,8674.0,"NETNOD-IX Netnod Internet Exchange Sverige AB, SE",d.fi
195.66.224.149,1,Intermediate,,,lon-up-1.mweb.co.za
176.67.177.146,1,Intermediate,10474.0,"OPTINET, ZA",be-4-778-thd-p-2.optinet.net
176.67.177.161,1,Intermediate,10474.0,"OPTINET, ZA",be-69-thd-p-1.optinet.net
197.80.5.50,1,Intermediate,10474.0,"OPTINET, ZA",197-80-5-50.jhb.mweb.co.za
197.80.4.219,1,Intermediate,10474.0,"OPTINET, ZA",197-80-4-219.jhb.mweb.co.za
197.80.4.8,1,Intermediate,10474.0,"OPTINET, ZA",bu-ether1.vic-pe-2.optinet.net
197.80.7.1,1,Intermediate,10474.0,"OPTINET, ZA",te0-7-0-3.vic-p-1.optinet.net
197.80.7.14,1,Intermediate,10474.0,"OPTINET, ZA",197-80-7-14.jhb.mweb.co.za
197.80.104.36,1,Intermediate,10474.0,"OPTINET, ZA",197-80-104-36.jhb.mweb.co.za
2001:1418:1:2000::12,1,Intermediate,12779.0,"ITGATE, IT",if-0-0-0-0.Bulldog.core.LON.ipv6.ITgate.net
2001:728:0:5000::699,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",xe-0-0-8-2.a00.londen12.uk.bb.gin.ntt.net
2001:728:0:2000::49,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-17.r05.londen12.uk.bb.gin.ntt.net
2001:728:0:2000::219,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-8.r25.londen12.uk.bb.gin.ntt.net
2001:728:0:2000::179,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-7.r00.londen14.uk.bb.gin.ntt.net
2001:728:0:2000::149,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",ae-1.a01.londen14.uk.bb.gin.ntt.net
2001:728:0:5000::7fe,1,Intermediate,2914.0,"NTT-COMMUNICATIONS-2914, US",gw.lhr1.dns.nomi.net.uk
2a01:618:400::1,1,Intermediate,43519.0,"NOMINETANYCAST, GB",dns1.nic.uk
2001:668:0:3:ffff:1:0:7fd,1,Intermediate,3257.0,"GTT-BACKBONE GTT, DE",xe-4-3-1.cr1-fra6.ip6.gtt.net
2620:10a:80ab::48,1,Intermediate,394354.0,"CIRA-REGISTRY, CA",h-dns.pl
91.118.92.105,1,Intermediate,6830.0,"LGI-UPC formerly known as UPC Broadband Holding B.V., AT",91-118-92-105.static.upcbusiness.at
84.116.218.105,1,Intermediate,6830.0,"LGI-UPC formerly known as UPC Broadband Holding B.V., AT",at-vie01b-rc1-ae-15-2159.aorta.net
84.116.130.25,1,Intermediate,6830.0,"LGI-UPC formerly known as UPC Broadband Holding B.V., AT",at-vie01b-rc2-ae-41-0.aorta.net
84.116.136.118,1,Intermediate,6830.0,"LGI-UPC formerly known as UPC Broadband Holding B.V., AT",de-fra02a-rc1-ae-2-0.aorta.net
84.116.135.62,1,Intermediate,6830.0,"LGI-UPC formerly known as UPC Broadband Holding B.V., AT",de-fra01b-rc1-ae-22-0.aorta.net
213.46.177.26,1,Intermediate,6830.0,"LGI-UPC formerly known as UPC Broadband Holding B.V., AT",NA
176.52.248.139,1,Intermediate,12956.0,"TELEFONICA TELXIUS, ES",NA
176.52.248.109,1,Intermediate,12956.0,"TELEFONICA TELXIUS, ES",NA
94.142.119.173,1,Intermediate,12956.0,"TELEFONICA TELXIUS, ES",NA
5.53.6.68,1,Intermediate,12956.0,"TELEFONICA TELXIUS, ES",NA
176.52.254.65,1,Intermediate,12956.0,"TELEFONICA TELXIUS, ES",NA
84.16.10.237,1,Intermediate,12956.0,"TELEFONICA TELXIUS, ES",NA
190.12.78.213,1,Intermediate,27843.0,"OPTICAL TECHNOLOGIES S.A.C., PE",NA
161.132.212.121,1,Intermediate,27843.0,"OPTICAL TECHNOLOGIES S.A.C., PE",NA
190.12.64.129,1,Intermediate,27843.0,"OPTICAL TECHNOLOGIES S.A.C., PE",NA
190.12.64.58,0,dest,27843.0,"OPTICAL TECHNOLOGIES S.A.C., PE",NA
92.60.0.233,1,Intermediate,,,ae1-0-r60.inx.vie.nextlayer.net
212.133.7.161,1,Intermediate,3356.0,"LEVEL3, US",et-0-0-13.bar4.Vienna1.Level3.net
4.69.210.66,1,Intermediate,3356.0,"LEVEL3, US",ae-2-3216.ear4.Frankfurt1.Level3.net
4.68.63.50,1,Intermediate,3356.0,"LEVEL3, US",GBLX-level3-80G.Frankfurt1.Level3.net
200.32.84.198,1,Intermediate,3549.0,"LVLT-3549, US",NA
170.210.0.33,1,Intermediate,4270.0,"Red de Interconexion Universitaria, AR",rgda1-dc-sol.riu.edu.ar
170.210.5.200,1,Intermediate,4270.0,"Red de Interconexion Universitaria, AR",ar-bue-as4270.anchors.atlas.ripe.net
184.164.252.1,0,dest,,,NA
5.56.17.85,1,Intermediate,201011.0,"NETZBETRIEB-GMBH, DE",NA
80.255.14.38,1,Intermediate,201011.0,"NETZBETRIEB-GMBH, DE",ae1-2075.par10.core-backbone.com
37.49.236.19,1,Intermediate,,,renater.par.franceix.net
193.51.177.150,1,Intermediate,2200.0,"FR-RENATER Reseau National de telecommunications pour la Technologie, FR",xe-0-0-14-paris1-rtr-131.noc.renater.fr
193.51.177.235,1,Intermediate,2200.0,"FR-RENATER Reseau National de telecommunications pour la Technologie, FR",te0-1-0-1-ren-nr-rennes-rtr-091.noc.renater.fr
193.51.177.209,1,Intermediate,2200.0,"FR-RENATER Reseau National de telecommunications pour la Technologie, FR",te1-2-stbrieuc-rtr-021.noc.renater.fr
193.51.177.211,1,Intermediate,2200.0,"FR-RENATER Reseau National de telecommunications pour la Technologie, FR",te1-2-lannion-rtr-021.noc.renater.fr
193.51.177.174,1,Intermediate,2200.0,"FR-RENATER Reseau National de telecommunications pour la Technologie, FR",te3-1-brest1-rtr-021.noc.renater.fr
193.51.188.9,1,Intermediate,2200.0,"FR-RENATER Reseau National de telecommunications pour la Technologie, FR",telecom-brest-vl807-pc1-brest1-rtr-021.noc.renater.fr
192.108.116.205,1,Intermediate,50897.0,"AS-IMTA-BREST IMTA, Campus de Brest, FR",NA
193.50.97.151,0,dest,2200.0,"FR-RENATER Reseau National de telecommunications pour la Technologie, FR",info-06.enstb.org
92.60.0.209,2,Intermediate,,,ae12-0-r10.tnz.sbg.nextlayer.net
92.60.3.27,2,Intermediate,,,xe-0-1-3-0-r06.nikh.ams.nextlayer.net
31.31.38.74,1,Intermediate,,,te-0-10-0-14.bb01.ams-01.leaseweb.net
31.31.34.118,1,Intermediate,,,et-19-1.agg01.ams-01.leaseweb.net
31.31.34.103,1,Intermediate,,,te-4-4.bb02.wdc-01.leaseweb.net
31.31.34.86,1,Intermediate,,,te-3-1.bb01.wdc-01.leaseweb.net
31.31.34.75,1,Intermediate,,,xe-0-2-2.bb01.sfo-11.leaseweb.net
31.31.39.201,1,Intermediate,,,ae-101.br01.sfo-12.us.leaseweb.net
173.208.122.3,1,Intermediate,7203.0,"LEASEWEB-USA-SFO-12, US",po-1.ce02.sfo-12.us.leaseweb.net
209.58.135.163,1,Intermediate,7203.0,"LEASEWEB-USA-SFO-12, US",NA
2a02:2178:0:21::2,1,Intermediate,29075.0,"IELO IELO Main Network, FR",frpar-eqx3-c6k1.as29075.net
2a02:2178:0:a4::1,1,Intermediate,29075.0,"IELO IELO Main Network, FR",frpar-eqx3-a9h1.as29075.net
2a02:2178:3:66::1,1,Intermediate,29075.0,"IELO IELO Main Network, FR",frpar-eqx3-anc1.as29075.net
2001:7f8:30:0:2:1:0:6939,1,Intermediate,,,NA
2001:470:0:41d::2,1,Intermediate,6939.0,"HURRICANE, US",100ge9-2.core1.muc1.he.net
2001:470:0:2ef::1,1,Intermediate,6939.0,"HURRICANE, US",100ge14-2.core1.fra2.he.net
2001:7f8:13::a500:9158:1,1,Intermediate,,,NA
2001:1580:0:120c::1,1,Intermediate,9158.0,"TELENOR_DANMARK_AS, DK",NA
2001:1580:0:120c::2,1,Intermediate,9158.0,"TELENOR_DANMARK_AS, DK",NA
80.249.209.106,1,Intermediate,,,ams-ix-1.cesnet.cz
195.113.156.106,1,Intermediate,2852.0,"CESNET2, CZ",r105-r40.cesnet.cz
